species,province,count,lat,lon,date,doy
Ardea cinerea,Jiangsu,2,32.581667,121.006667,5/21/2016,141
Tringa nebularia,Guangdong,25,20.919675,110.493493,1/25/2016,24
Calidris canutus,Shanghai,1,30.920507,121.973159,10/29/2016,302
Tringa erythropus,Shanghai,1,30.920507,121.973159,5/20/2018,139
Ardea alba,Shanghai,10,30.901893,121.976287,12/25/2014,358
Gallinula chloropus,Jiangxi,1,28.870571,116.43317,11/15/2013,318
Tachybaptus ruficollis,Shanghai,1,31.1478,121.4389,1/21/2018,20
Tringa stagnatilis,Shanghai,10,30.920507,121.973159,10/23/2017,295
Ardea cinerea,Shanghai,10,30.920507,121.973159,11/10/2018,313
Ardea cinerea,Shanghai,20,30.920507,121.973159,11/5/2018,308
Tachybaptus ruficollis,Shanghai,1,31.49514,121.964722,6/10/2012,161
Nycticorax nycticorax,Shanghai,1,31.140799,121.43756,10/23/2017,295
Egretta garzetta,Shanghai,2,31.397513,121.506922,9/11/2016,254
Nycticorax nycticorax,Shanghai,,31.192569,121.364735,4/1/2017,90
Tadorna tadorna,Shanghai,1,30.920507,121.973159,11/17/2018,320
Phalacrocorax carbo,Shanghai,1,31.360453,121.786687,11/12/2016,316
Ardea cinerea,Guangdong,1,22.371878,113.584015,10/10/2014,282
Ardeola bacchus,Zhejiang,2,30.092044,122.025704,8/24/2012,236
Tringa stagnatilis,Shanghai,150,30.887347,121.974506,10/12/2014,284
Tringa erythropus,Jiangxi,8,28.664819,115.892838,2/25/2018,55
Tringa nebularia,Shanghai,3,30.920507,121.973159,8/30/2018,241
Tringa ochropus,Jiangsu,1,33.602272,120.507223,1/19/2015,18
Calidris canutus,Jiangsu,35,32.22442,121.534255,8/12/2017,223
Calidris alba,Shanghai,,30.920507,121.973159,9/13/2015,255
Nycticorax nycticorax,Shanghai,3,31.393676,121.506702,5/21/2015,140
Egretta garzetta,Shanghai,4,30.920507,121.973159,12/31/2018,364
Charadrius alexandrinus,Jiangsu,10,32.581667,121.006667,5/3/2014,122
Egretta garzetta,Guangdong,3,21.618953,111.785792,11/30/2018,333
Fulica atra,Jiangsu,5,32.581667,121.006667,4/20/2015,109
Pluvialis squatarola,Shanghai,2,30.920507,121.973159,11/5/2018,308
Aix galericulata,Shanghai,4,30.901893,121.976287,11/19/2017,322
Charadrius mongolus,Guangdong,43,21.618953,111.785792,10/21/2016,294
Recurvirostra avosetta,Shanghai,10,30.920507,121.973159,11/27/2016,331
Ardea cinerea,Shanghai,15,31.49514,121.964722,10/1/2016,274
Pluvialis fulva,Shanghai,1,30.920507,121.973159,9/27/2015,269
Charadrius leschenaultii,Jiangsu,1,32.581667,121.006667,5/22/2016,142
Ixobrychus sinensis,Jiangsu,1,32.072029,118.682427,6/26/2008,177
Tachybaptus ruficollis,Jiangsu,10,34.647585,119.261001,2/28/2016,58
Charadrius mongolus,Jiangsu,2,32.561991,121.040156,9/6/2014,248
Ardea intermedia,Jiangsu,,31.157731,120.722237,6/2/2008,153
Ardea cinerea,Shanghai,4,30.901893,121.976287,2/19/2017,49
Calidris alpina,Shanghai,40,30.920507,121.973159,4/14/2018,103
Mareca strepera,Shanghai,,31.297333,121.859434,12/3/2016,337
Mareca falcata,Shanghai,76,30.920507,121.973159,11/5/2016,309
Grus japonensis,Jiangsu,1,33.602272,120.507223,11/2/2000,306
Fulica atra,Shanghai,25,30.920507,121.973159,10/29/2017,301
Ardea intermedia,Zhejiang,,28.786177,118.870172,9/5/2015,247
Platalea minor,Shanghai,2,30.920507,121.973159,3/5/2017,63
Egretta garzetta,Jiangsu,1,31.316308,120.598536,12/9/2017,342
Tringa guttifer,Jiangsu,4,32.75,120.96,9/11/2016,254
Egretta garzetta,Guangdong,20,23.128659,113.778019,12/10/2017,343
Calidris subminuta,Shanghai,6,30.93013,121.969524,8/31/2018,242
Tringa stagnatilis,Zhejiang,15,27.543087,120.647051,7/4/2015,184
Egretta garzetta,Shanghai,5,30.920507,121.973159,4/19/2017,108
Himantopus himantopus,Jiangsu,16,32.581667,121.006667,4/24/2015,113
Gallinago gallinago,Jiangxi,15,29.177,116.006,12/7/2017,340
Calidris tenuirostris,Shanghai,50,31.504145,121.984978,4/13/2017,102
Charadrius alexandrinus,Guangdong,10,22.614055,113.635714,12/20/2018,353
Egretta garzetta,Shanghai,4,31.215664,121.545353,4/30/2017,119
Grus grus,Jiangxi,13,29.165904,115.932777,1/19/2018,18
Limosa limosa,Jiangsu,2,32.581667,121.006667,4/20/2015,109
Egretta garzetta,Shanghai,12,30.920507,121.973159,1/24/2016,23
Nycticorax nycticorax,Shanghai,4,30.920507,121.973159,10/31/2015,303
Cygnus columbianus,Jiangxi,,28.870571,116.43317,2/20/2014,50
Egretta garzetta,Shanghai,1,30.753804,121.39207,11/30/2016,334
Grus monacha,Jiangxi,3,29.166667,115.95,1/12/2018,11
Gallinula chloropus,Shanghai,5,31.49514,121.964722,4/5/2014,94
Vanellus vanellus,Jiangxi,9,29.173488,115.981259,12/29/2018,362
Tringa erythropus,Shanghai,250,30.920507,121.973159,11/9/2016,313
Ixobrychus sinensis,Jiangsu,1,32.557343,121.037442,5/23/2016,143
Tachybaptus ruficollis,Zhejiang,2,30.365026,119.941778,4/24/2011,113
Anser cygnoides,Shanghai,10,30.920507,121.973159,12/3/2016,337
Calidris falcinellus,Jiangsu,50,32.75,120.96,4/30/2014,119
Ciconia boyciana,Jiangsu,12,33.206521,120.642242,6/22/2014,172
Anser albifrons,Jiangsu,1,33.602272,120.507223,1/15/2016,14
Egretta garzetta,Guangdong,1,22.519633,114.02057,3/14/2017,72
Ardea alba,Jiangsu,8,32.75,120.96,4/13/2017,102
Tringa nebularia,Shanghai,3,30.920507,121.973159,4/28/2018,117
Ardea cinerea,Jiangxi,200,29.16942,115.98226,12/27/2017,360
Numenius phaeopus,Shanghai,1,31.49514,121.964722,10/16/2016,289
Calidris falcinellus,Jiangsu,4,32.545022,121.092769,5/22/2016,142
Spatula clypeata,Guangdong,65,22.507305,114.038879,3/28/2017,86
Arenaria interpres,Shanghai,1,30.920507,121.973159,8/23/2018,234
Tringa erythropus,Shanghai,1,31.50919,121.955346,4/8/2017,97
Calidris subminuta,Jiangsu,2,32.581667,121.006667,4/20/2015,109
Egretta garzetta,Zhejiang,35,30.174999,121.951994,7/1/2015,181
Tringa brevipes,Shanghai,6,30.920507,121.973159,8/27/2016,239
Tringa erythropus,Guangdong,1,22.522418,114.00032,12/6/2017,339
Ardeola bacchus,Shanghai,4,30.920507,121.973159,11/8/2016,312
Egretta garzetta,Jiangsu,10,33.602272,120.507223,10/3/2017,275
Anas crecca,Shanghai,120,30.920667,121.973382,3/10/2018,68
Gallinula chloropus,Shanghai,50,31.313462,121.876574,4/19/2015,108
Ardea alba,Guangdong,10,20.603704,110.490103,5/21/2014,140
Tringa ochropus,Jiangsu,1,32.868218,120.91234,4/29/2017,118
Recurvirostra avosetta,Guangdong,462,22.521669,114.01816,4/13/2017,102
Egretta garzetta,Shanghai,10,30.920507,121.973159,11/25/2017,328
Tachybaptus ruficollis,Shanghai,6,31.489095,121.360529,11/27/2017,330
Charadrius alexandrinus,Shanghai,10,30.920507,121.973159,11/5/2018,308
Calidris ruficollis,Jiangsu,285,32.576717,121.004878,5/22/2016,142
Anas acuta,Shanghai,3,31.49514,121.964722,2/19/2017,49
Spatula clypeata,Guangdong,5,22.490513,113.562326,12/1/2018,334
Podiceps cristatus,Shanghai,13,30.920507,121.973159,3/26/2017,84
Tringa guttifer,Jiangsu,,32.75,120.96,8/2/2018,213
Arenaria interpres,Jiangsu,40,32.524367,121.146945,5/21/2016,141
Actitis hypoleucos,Shanghai,1,30.920507,121.973159,12/3/2016,337
Tringa nebularia,Shanghai,20,31.313462,121.876574,1/16/2016,15
Ardea cinerea,Guangdong,8,22.614055,113.635714,4/20/2014,109
Grus grus,Jiangsu,300,33.602272,120.507223,12/18/2014,351
Egretta garzetta,Jiangxi,9,28.875505,116.601874,1/17/2018,16
Actitis hypoleucos,Jiangsu,1,32.75,120.96,9/22/2018,264
Actitis hypoleucos,Shanghai,1,31.209241,121.781881,3/5/2017,63
Egretta garzetta,Jiangsu,2,32.421414,119.508591,6/20/2014,170
Ardea alba,Shanghai,2,30.920507,121.973159,4/30/2016,120
Recurvirostra avosetta,Guangdong,5,22.530202,113.973893,2/1/2018,31
Gallinago gallinago,Shanghai,1,30.729147,121.37219,10/2/2016,275
Ardeola bacchus,Shanghai,2,30.93013,121.969524,8/31/2018,242
Limosa limosa,Shanghai,,30.920507,121.973159,9/4/2015,246
Fulica atra,Shanghai,20,30.920507,121.973159,10/17/2016,290
Anser albifrons,Jiangxi,,28.870571,116.43317,1/12/2014,11
Tachybaptus ruficollis,Zhejiang,4,30.304478,120.086155,11/12/2007,315
Aythya ferina,Shanghai,1,31.215664,121.545353,3/7/2006,65
Himantopus himantopus,Shanghai,1,30.901893,121.976287,5/9/2015,128
Nycticorax nycticorax,Shanghai,6,30.920507,121.973159,12/6/2016,340
Thalasseus bergii,Zhejiang,,29.992588,122.387679,12/18/2004,352
Tringa stagnatilis,Jiangsu,3,32.581667,121.006667,8/18/2010,229
Tringa nebularia,Shanghai,30,30.920507,121.973159,12/25/2016,359
Ardea cinerea,Shanghai,14,30.920507,121.973159,12/11/2017,344
Scolopax rusticola,Jiangsu,4,33.602272,120.507223,1/19/2015,18
Ardea cinerea,Shanghai,2,30.729147,121.37219,5/3/2016,123
Xenus cinereus,Jiangsu,5,32.75,120.96,4/29/2018,118
Sterna hirundo,Jiangsu,3,32.75,120.96,4/13/2017,102
Gallinula chloropus,Shanghai,5,30.920507,121.973159,4/28/2018,117
Fulica atra,Jiangxi,200,29.16942,115.98226,12/27/2017,360
Pluvialis squatarola,Shanghai,40,31.604883,121.853288,12/26/2015,359
Spatula clypeata,Zhejiang,300,30.301909,121.347299,12/15/2012,349
Nycticorax nycticorax,Shanghai,5,30.920507,121.973159,10/3/2017,275
Tringa nebularia,Zhejiang,1,29.310052,120.019326,8/27/2010,238
Gallinago gallinago,Shanghai,,30.920507,121.973159,5/9/2015,128
Tachybaptus ruficollis,Jiangsu,2,33.368821,120.195525,11/17/2018,320
Ardeola bacchus,Shanghai,3,30.920507,121.973159,5/27/2018,146
Calidris ruficollis,Shanghai,30,30.920507,121.973159,9/19/2015,261
Ardea cinerea,Zhejiang,3,30.594581,121.095313,9/23/2018,265
Anas crecca,Shanghai,2,30.920507,121.973159,11/9/2016,313
Bucephala clangula,Shanghai,1,30.920507,121.973159,12/12/2015,345
Tringa ochropus,Jiangsu,4,33.55764,120.428521,1/8/2015,7
Calidris ruficollis,Jiangsu,14,32.555076,121.051187,5/22/2016,142
Pluvialis squatarola,Jiangsu,10,32.545022,121.092769,5/2/2014,121
Nycticorax nycticorax,Zhejiang,150,30.248368,120.132679,3/25/2011,83
Actitis hypoleucos,Shanghai,6,31.1478,121.4389,4/20/2005,109
Rostratula benghalensis,Jiangxi,3,29.1509,117.869943,6/10/2018,160
Numenius madagascariensis,Jiangsu,1,32.868218,120.91234,12/14/2016,348
Ardeola bacchus,Guangdong,1,22.532715,113.956171,1/31/2017,30
Tringa stagnatilis,Shanghai,1,30.920507,121.973159,4/14/2018,103
Calidris subminuta,Shanghai,3,30.901893,121.976287,4/16/2016,106
Anser fabalis,Shanghai,10,30.920507,121.973159,10/14/2017,286
Grus monacha,Shanghai,1,30.920507,121.973159,12/25/2016,359
Gallinula chloropus,Shanghai,15,31.215664,121.545353,1/25/2015,24
Gallinula chloropus,Zhejiang,4,30.64273,122.061938,5/6/2017,125
Ardea alba,Shanghai,2,31.360453,121.786687,11/27/2016,331
Platalea leucorodia,Shanghai,2,30.920507,121.973159,11/5/2018,308
Egretta garzetta,Shanghai,21,30.920507,121.973159,12/18/2016,352
Tringa totanus,Guangdong,16,22.507305,114.038879,3/23/2017,81
Grus grus,Jiangxi,1,29.173488,115.981259,12/29/2018,362
Tachybaptus ruficollis,Shanghai,16,31.609454,121.854762,4/10/2017,99
Tachybaptus ruficollis,Shanghai,,31.219502,121.537931,7/6/2006,186
Mergus squamatus,Jiangxi,5,27.916812,117.156814,12/25/2007,358
Fulica atra,Guangdong,2,22.521669,114.01816,1/17/2017,16
Charadrius alexandrinus,Jiangsu,2,32.555076,121.051187,5/22/2016,142
Ardea alba,Shanghai,1,30.920507,121.973159,8/31/2018,242
Calidris tenuirostris,Guangdong,300,20.769443,110.398024,12/4/2018,337
Nycticorax nycticorax,Shanghai,3,30.920507,121.973159,11/12/2016,316
Spatula clypeata,Jiangsu,3,34.647585,119.261001,2/28/2016,58
Mareca penelope,Jiangsu,10,32.75,120.96,4/30/2014,119
Ardeola bacchus,Shanghai,5,30.920507,121.973159,12/3/2016,337
Limosa lapponica,Jiangsu,80,32.868218,120.91234,5/16/2015,135
Ardea cinerea,Guangdong,5,22.522418,114.00032,12/11/2017,344
Tringa erythropus,Jiangxi,4,28.894956,116.237698,3/1/2018,59
Grus grus,Shanghai,5,31.641032,121.566374,1/15/2017,14
Ichthyaetus ichthyaetus,Jiangsu,1,33.405604,120.280014,11/28/1999,331
Charadrius alexandrinus,Zhejiang,1000,30.358582,121.202846,10/18/2015,290
Nycticorax nycticorax,Shanghai,3,30.920507,121.973159,9/17/2016,260
Ardea cinerea,Jiangxi,,28.899516,116.256006,12/7/2017,340
Cygnus columbianus,Shanghai,12,30.920507,121.973159,1/15/2017,14
Egretta garzetta,Shanghai,48,30.920507,121.973159,12/3/2016,337
Tringa totanus,Shanghai,2,30.920507,121.973159,10/20/2016,293
Charadrius alexandrinus,Guangdong,15,20.603704,110.490103,4/11/2014,100
Ardea alba,Zhejiang,1,29.994773,122.080768,5/11/2018,130
Calidris ruficollis,Jiangsu,30,32.75,120.96,9/11/2016,254
Tachybaptus ruficollis,Shanghai,5,31.215664,121.545353,3/9/2013,67
Platalea leucorodia,Jiangsu,1,32.581667,121.006667,10/8/2016,281
Himantopus himantopus,Jiangsu,200,32.581667,121.006667,4/22/2011,111
Tringa stagnatilis,Shanghai,1,30.920507,121.973159,5/1/2018,120
Egretta garzetta,Shanghai,50,30.920507,121.973159,9/9/2018,251
Ardeola bacchus,Guangdong,4,23.1137,113.3161,2/27/2013,57
Tringa glareola,Jiangsu,15,32.581667,121.006667,4/18/2015,107
Egretta garzetta,Guangdong,15,22.560036,114.148428,3/20/2016,79
Amaurornis phoenicurus,Guangdong,1,22.522418,114.00032,5/5/2018,124
Ardea cinerea,Jiangsu,12,32.868218,120.91234,8/11/2017,222
Calidris ruficollis,Shanghai,8,30.920507,121.973159,11/5/2016,309
Ardeola bacchus,Guangdong,5,22.427686,113.635712,8/18/2018,229
Gelochelidon nilotica,Shanghai,1,30.920507,121.973159,9/2/2016,245
Gallinula chloropus,Shanghai,5,31.215664,121.545353,4/20/2012,110
Tachybaptus ruficollis,Shanghai,11,30.920507,121.973159,9/2/2017,244
Limosa limosa,Shanghai,1,30.920507,121.973159,11/4/2017,307
Gallinula chloropus,Jiangsu,1,33.405604,120.280014,11/30/1999,333
Aythya fuligula,Shanghai,,31.49514,121.964722,1/18/2016,17
Egretta garzetta,Zhejiang,2,30.64273,122.061938,4/27/2011,116
Calidris temminckii,Jiangsu,15,32.581667,121.006667,9/17/2013,259
Tachybaptus ruficollis,Shanghai,25,31.49514,121.964722,4/3/2016,93
Egretta garzetta,Jiangsu,1,32.438889,121.429024,4/17/2017,106
Anas crecca,Shanghai,24,30.920507,121.973159,10/24/2017,296
Calidris alpina,Shanghai,100,31.313462,121.876574,5/17/2015,136
Calidris canutus,Jiangsu,2,32.75,120.96,9/8/2018,250
Tringa glareola,Shanghai,5,30.920507,121.973159,8/21/2016,233
Calidris ruficollis,Shanghai,10,30.901893,121.976287,10/18/2014,290
Calidris subminuta,Shanghai,3,30.920507,121.973159,4/30/2018,119
Ardeola bacchus,Shanghai,1,30.920507,121.973159,4/22/2017,111
Platalea leucorodia,Shanghai,20,31.60846,121.858928,4/4/2016,94
Egretta garzetta,Shanghai,20,31.241001,121.495965,6/12/2015,162
Egretta garzetta,Jiangxi,5,28.870571,116.43317,3/23/2018,81
Platalea minor,Guangdong,6,22.522418,114.00032,3/28/2017,86
Ardea cinerea,Guangdong,2,20.891,110.184,1/26/2016,25
Ardeola bacchus,Guangdong,,23.1927,116.1348,4/17/2015,106
Ardea alba,Jiangsu,2,32.868218,120.91234,4/22/2017,111
Aythya ferina,Jiangsu,2,31.324378,120.630418,10/20/2018,292
Numenius phaeopus,Shanghai,3,30.920507,121.973159,8/10/2017,221
Actitis hypoleucos,Guangdong,1,22.138845,113.030713,2/18/2018,48
Ardea intermedia,Shanghai,12,30.920507,121.973159,9/14/2018,256
Gallinago gallinago,Shanghai,6,31.49514,121.964722,2/21/2018,51
Vanellus cinereus,Jiangsu,7,32.581667,121.006667,9/7/2014,249
Calidris alpina,Jiangsu,150,32.545022,121.092769,5/22/2016,142
Nycticorax nycticorax,Guangdong,1,23.431163,117.094881,1/3/2018,2
Arenaria interpres,Shanghai,1,30.729147,121.37219,5/1/2016,121
Calidris alpina,Shanghai,3,30.729147,121.37219,9/19/2017,261
Calidris alpina,Jiangsu,500,32.545022,121.092769,5/12/2014,131
Hydroprogne caspia,Jiangsu,,32.581667,121.006667,9/12/2015,254
Charadrius leschenaultii,Jiangsu,350,32.868218,120.91234,6/21/2015,171
Charadrius dubius,Zhejiang,2,30.365026,119.941778,8/22/2016,234
Ardeola bacchus,Guangdong,2,21.617138,111.788421,5/22/2014,141
Spatula clypeata,Shanghai,3,31.297333,121.859434,10/25/2015,297
Fulica atra,Shanghai,10,30.901893,121.976287,9/3/2016,246
Phalacrocorax carbo,Shanghai,30,31.49514,121.964722,2/12/2017,42
Calidris falcinellus,Guangdong,4,20.759,110.395,4/7/2016,97
Gallinula chloropus,Guangdong,5,22.568376,114.121503,10/18/2018,290
Anas platyrhynchos,Zhejiang,20,30.346195,120.74967,12/15/2012,349
Egretta garzetta,Zhejiang,6,30.64273,122.061938,5/4/2016,124
Egretta garzetta,Shanghai,7,31.1478,121.4389,1/16/2018,15
Limosa limosa,Shanghai,4,31.313462,121.876574,3/31/2015,89
Tadorna tadorna,Shanghai,600,30.920507,121.973159,12/12/2015,345
Aix galericulata,Zhejiang,22,30.256033,120.116116,1/26/2009,25
Charadrius veredus,Shanghai,,31.209241,121.781881,4/16/2010,105
Tringa erythropus,Shanghai,4,30.753804,121.39207,5/2/2016,122
Calidris ferruginea,Jiangsu,65,32.75,120.96,9/22/2018,264
Tachybaptus ruficollis,Jiangsu,3,32.576717,121.004878,5/22/2016,142
Tringa totanus,Jiangsu,,32.581667,121.006667,8/18/2010,229
Mareca penelope,Guangdong,3,22.511566,113.951354,11/10/2018,313
Anas crecca,Guangdong,40,22.490513,113.562326,12/31/2018,364
Egretta garzetta,Shanghai,3,31.217175,121.273349,3/10/2017,68
Tringa nebularia,Shanghai,5,31.313462,121.876574,8/28/2016,240
Actitis hypoleucos,Shanghai,4,30.920507,121.973159,9/3/2016,246
Spatula querquedula,Shanghai,25,31.297333,121.859434,4/18/2015,107
Calidris alba,Guangdong,43,21.618953,111.785792,1/28/2016,27
Gallinula chloropus,Zhejiang,3,27.919429,120.69797,10/26/2018,298
Tringa nebularia,Jiangsu,5,32.868218,120.91234,10/3/2016,276
Actitis hypoleucos,Zhejiang,1,29.881435,122.417779,8/14/2011,225
Chroicocephalus ridibundus,Shanghai,2,30.81801,121.556897,4/15/2017,104
Nycticorax nycticorax,Shanghai,2,31.140799,121.43756,10/21/2017,293
Leucogeranus leucogeranus,Shanghai,3,31.297333,121.859434,11/29/2016,333
Ardeola bacchus,Guangdong,22,20.835952,110.332861,4/5/2016,95
Egretta garzetta,Shanghai,2,31.49514,121.964722,4/11/2017,100
Egretta garzetta,Guangdong,86,20.842,110.24,10/24/2016,297
Ardea alba,Shanghai,2,31.49514,121.964722,4/11/2017,100
Ardea alba,Shanghai,,31.641032,121.566374,12/29/2006,362
Egretta garzetta,Shanghai,4,30.729147,121.37219,1/12/2018,11
Egretta garzetta,Jiangsu,30,32.21601,119.022516,9/23/2017,265
Egretta garzetta,Guangdong,20,22.261868,113.588315,12/16/2018,349
Mareca strepera,Shanghai,15,30.920507,121.973159,1/16/2010,15
Anas crecca,Guangdong,10,22.522418,114.00032,11/17/2017,320
Gallinago stenura,Shanghai,25,31.1031,121.8293,9/3/2016,246
Nycticorax nycticorax,Zhejiang,10,30.365026,119.941778,6/1/2008,152
Gallinago gallinago,Zhejiang,1,29.214208,120.061984,12/29/2009,362
Spatula clypeata,Guangdong,10,22.614055,113.635714,1/18/2015,17
Charadrius alexandrinus,Shanghai,10,30.920507,121.973159,12/3/2016,337
Nycticorax nycticorax,Shanghai,10,31.215664,121.545353,11/18/2017,321
Ardeola bacchus,Shanghai,1,30.897738,121.976496,4/25/2018,114
Calidris alpina,Guangdong,200,21.617662,111.791283,11/30/2018,333
Egretta garzetta,Shanghai,6,30.920507,121.973159,4/30/2016,120
Limosa limosa,Shanghai,200,30.920507,121.973159,8/27/2016,239
Anas platyrhynchos,Jiangsu,500,32.8478,120.9535,11/21/2016,325
Gallinula chloropus,Shanghai,4,31.297333,121.859434,4/26/2017,115
Tringa nebularia,Shanghai,6,30.920507,121.973159,5/13/2017,132
Egretta garzetta,Shanghai,3,31.313461,121.355536,10/5/2017,277
Nycticorax nycticorax,Shanghai,4,31.318124,121.548073,5/29/2016,149
Egretta garzetta,Jiangxi,3,29.248101,117.86371,12/15/2015,348
Tachybaptus ruficollis,Shanghai,1,30.920507,121.973159,4/30/2018,119
Charadrius leschenaultii,Guangdong,1,20.56835,110.480704,5/22/2014,141
Spatula clypeata,Jiangsu,1,33.602272,120.507223,1/18/2018,17
Vanellus vanellus,Jiangxi,2,28.965871,115.888724,1/9/2015,8
Ardea intermedia,Shanghai,16,31.297333,121.859434,4/18/2015,107
Tringa nebularia,Shanghai,3,31.49514,121.964722,12/11/2014,344
Nycticorax nycticorax,Jiangsu,1,31.97628,118.66077,6/14/2013,164
Anas platyrhynchos,Shanghai,4,31.215664,121.545353,3/14/2005,72
Ardeola bacchus,Shanghai,3,30.920507,121.973159,8/27/2017,238
Nycticorax nycticorax,Shanghai,1,31.349688,121.261141,11/20/2018,323
Egretta garzetta,Jiangxi,10,29.136537,115.966503,12/11/2012,345
Nycticorax nycticorax,Guangdong,6,23.077639,113.339982,3/26/2016,85
Nycticorax nycticorax,Shanghai,10,31.073998,121.183727,12/11/2017,344
Gallinula chloropus,Guangdong,2,20.835952,110.332861,10/16/2017,288
Podiceps cristatus,Shanghai,11,30.920507,121.973159,1/8/2017,7
Tringa erythropus,Jiangxi,30,29.132309,115.99421,1/3/1986,2
Calidris ruficollis,Jiangsu,51,32.555076,121.051187,5/21/2016,141
Ardea cinerea,Shanghai,10,30.920507,121.973159,11/4/2018,307
Tringa stagnatilis,Jiangxi,,29.307588,117.880575,12/31/2015,364
Charadrius alexandrinus,Jiangxi,10,29.160351,116.02114,12/31/1985,364
Calidris tenuirostris,Jiangsu,20,32.75,120.96,9/15/2018,257
Calidris subminuta,Jiangsu,2,32.581667,121.006667,5/3/2014,122
Cygnus columbianus,Jiangxi,50,29.071134,115.881814,1/21/2017,20
Ardea alba,Jiangsu,10,32.581667,121.006667,4/23/2016,113
Egretta garzetta,Zhejiang,1,30.270709,120.078047,1/1/2012,0
Ardea cinerea,Shanghai,35,30.920507,121.973159,12/25/2016,359
Gallinago gallinago,Shanghai,1,30.920507,121.973159,10/29/2017,301
Egretta garzetta,Shanghai,10,30.920507,121.973159,5/13/2017,132
Charadrius alexandrinus,Jiangsu,550,32.581667,121.006667,10/1/2012,274
Podiceps cristatus,Shanghai,2,30.901893,121.976287,5/20/2017,139
Mareca falcata,Shanghai,61,31.512041,121.955704,4/10/2017,99
Anser albifrons,Jiangxi,100,28.870571,116.43317,12/27/2001,360
Phalaropus lobatus,Shanghai,3,30.935835,121.952698,10/7/2018,279
Anas acuta,Shanghai,,31.468596,121.92481,12/30/2006,363
Phalacrocorax carbo,Zhejiang,200,30.32962,121.26194,2/2/2011,32
Numenius phaeopus,Jiangsu,18,32.581667,121.006667,9/29/2015,271
Egretta eulophotes,Shanghai,2,31.49514,121.964722,4/4/2014,93
Anas platyrhynchos,Shanghai,30,31.49514,121.964722,11/17/2012,321
Ardea alba,Shanghai,,31.49514,121.964722,3/27/2017,85
Scolopax rusticola,Guangdong,1,23.177844,114.799275,10/14/2017,286
Ardea alba,Guangdong,1,21.618953,111.785792,4/8/2016,98
Tringa ochropus,Jiangsu,18,32.581667,121.006667,8/18/2010,229
Ardea intermedia,Jiangsu,10,32.21601,119.022516,10/7/2017,279
Glareola maldivarum,Zhejiang,100,30.276265,120.273535,9/2/2017,244
Arenaria interpres,Shanghai,1,30.920507,121.973159,4/25/2015,114
Tringa totanus,Shanghai,1,30.920507,121.973159,5/21/2015,140
Vanellus cinereus,Jiangsu,7,32.568398,120.963438,4/24/2016,114
Tringa nebularia,Shanghai,3,30.920507,121.973159,9/3/2017,245
Tringa stagnatilis,Shanghai,5,30.920507,121.973159,11/5/2018,308
Tringa nebularia,Jiangxi,50,29.028165,116.344439,1/15/2015,14
Calidris falcinellus,Jiangsu,24,32.581667,121.006667,8/4/2015,215
Tringa stagnatilis,Jiangsu,6,32.581667,121.006667,8/9/2015,220
Podiceps cristatus,Shanghai,2,31.49514,121.964722,3/31/2018,89
Anser fabalis,Jiangsu,40,34.829753,119.192691,2/28/2016,58
Pluvialis squatarola,Jiangsu,,32.510267,121.179411,4/26/2012,116
Actitis hypoleucos,Shanghai,1,30.920507,121.973159,10/6/2018,278
Vanellus cinereus,Jiangsu,2,32.75,120.96,8/20/2016,232
Ardea intermedia,Shanghai,,30.920507,121.973159,8/2/2016,214
Charadrius alexandrinus,Jiangsu,32,32.754,120.952,8/17/2018,228
Anser anser,Jiangxi,30,29.166667,115.95,1/12/2018,11
Gallinula chloropus,Shanghai,1,30.920507,121.973159,10/27/2018,299
Egretta eulophotes,Jiangsu,1,32.581667,121.006667,10/3/2016,276
Nycticorax nycticorax,Zhejiang,,30.270709,120.078047,6/9/2016,160
Nycticorax nycticorax,Jiangsu,2,31.915984,120.048834,6/19/2017,169
Nycticorax nycticorax,Shanghai,3,31.215664,121.545353,6/9/2017,159
Egretta garzetta,Shanghai,8,30.953567,121.958885,5/23/2016,143
Egretta garzetta,Shanghai,2,31.015095,121.469843,1/8/2016,7
Tringa erythropus,Jiangxi,1,28.870571,116.43317,12/27/2001,360
Calidris ferruginea,Jiangsu,1,32.525747,121.136167,5/21/2016,141
Gallinago gallinago,Jiangxi,4,28.915508,116.290627,1/15/2018,14
Egretta garzetta,Zhejiang,1,30.253522,119.915428,12/16/2017,349
Gallinula chloropus,Jiangxi,3,29.393827,118.026125,5/13/2017,132
Anser cygnoides,Jiangxi,10000,29.134126,115.952496,1/3/1986,2
Cygnus columbianus,Jiangxi,45,28.918267,116.294001,3/1/2018,59
Tringa erythropus,Shanghai,1,31.49514,121.964722,5/18/2013,137
Ardeola bacchus,Shanghai,1,31.22479,121.399334,7/2/2018,182
Anas crecca,Zhejiang,2,30.270709,120.078047,1/29/2011,28
Sibirionetta formosa,Jiangxi,4,29.028165,116.344439,1/14/2015,13
Platalea leucorodia,Jiangxi,10,29.166667,115.95,1/12/2018,11
Gallinula chloropus,Zhejiang,1,30.254211,120.122881,12/19/2010,352
Anser erythropus,Jiangxi,5,29.177,116.006,12/8/2017,341
Egretta garzetta,Shanghai,10,30.920507,121.973159,9/9/2017,251
Mareca falcata,Jiangxi,4,28.870571,116.43317,11/16/2016,320
Himantopus himantopus,Jiangsu,5,32.75,120.96,4/29/2018,118
Tachybaptus ruficollis,Shanghai,28,30.920507,121.973159,3/26/2017,84
